id_cotizante,cedula,nombre,edad,genero,ciudad,semanasCotizadas,declaraRenta,fondoPensiones,entidadPublica,estadoSolicitud
989,668617,federico soto,58,F,Medellin,52,true,Old Mutual,Policia,Rechazado
990,686599,olga gonzalez,47,F,Bogota,45,false,Colpensiones,Minsalud,Aprobado
991,804164,graciela bautista,43,M,Arauca,26,false,Colpensiones,Null,Aprobado
992,652531,carmen perez,40,M,Girardot,57,true,Proteccion,Mininterior,Rechazado
994,585342,fabiola hernandez,39,F,Villavicencio,47,false,Colpensiones,Null,Aprobado
998,811294,fernando valenzuela,53,M,Pasto,57,true,Null,Mininterior,Rechazado
999,713121,samuel sierra,46,F,Pasto,51,false,Colpensiones,Null,Aprobado
1000,969327,sonia reyes,58,F,Girardot,36,true,Old Mutual,Armada,Rechazado
1003,360967,gonzalo gomez,39,M,Valledupar,32,false,Colpensiones,Inpec,Aprobado
1004,193592,kike romero,60,F,Armenia,32,true,Fondo extranjero,Minsalud,Rechazado
1005,738667,sonia restrepo,59,F,Arauquita,22,true,Proteccion,Mininterior,Rechazado
1006,605845,nadia marquez,39,M,Barranquilla,32,false,Colpensiones,Inpec,Aprobado
1007,665228,gloria martinez,46,F,Neiva,48,false,Colpensiones,Null,Aprobado
1008,603764,teresa maron,57,M,Pasto,59,true,Null,Armada,Rechazado
1009,756884,ivana bustos,57,F,Medellin,29,false,Colpensiones,Inpec,Aprobado
1010,357364,diana perez,49,F,Manizales,36,false,Colpensiones,Policia,Aprobado
1012,720360,benito gomez,20,M,Medellin,37,false,Colpensiones,Policia,Aprobado
1013,628986,ursula marin,21,M,Armenia,60,true,Colpensiones,Null,Aprobado
1014,767241,laura ruiz,40,M,Girardot,20,false,Colpensiones,Minsalud,Aprobado
1015,337700,beto rojas,29,F,Neiva,46,false,Colpensiones,Null,Aprobado
1016,295589,violeta garcia,54,F,Arauquita,55,true,Colfondos,Armada,Rechazado
1017,452402,federico torres,41,F,Soacha,33,true,Null,Policia,Rechazado
1018,171283,kevin montoya,46,M,Pereira,29,true,Old Mutual,Mininterior,Rechazado
1019,433167,zoe martinez,39,F,Riohacha,58,true,Porvenir,Mininterior,Rechazado
1020,569028,marcos castillo,48,F,Florencia,34,true,Null,Armada,Rechazado
1021,236904,cesar ramirez,58,F,Apartado,27,false,Colpensiones,Inpec,Aprobado
1022,146967,ricardo reyes,58,M,Leticia,42,true,Proteccion,Armada,Rechazado
1023,773098,kike calderon,50,M,Armenia,45,false,Colpensiones,Mininterior,Aprobado
1025,835430,kike gonzalez,38,F,Riohacha,60,false,Colpensiones,Inpec,Aprobado
1026,726310,valeria david,44,F,Santa Marta,53,false,Colpensiones,Armada,Aprobado
1027,718259,teresa soto,36,M,Monteria,55,false,Colpensiones,Null,Aprobado
1028,853472,pablo castro,36,M,Manizales,57,true,Colpensiones,Policia,Rechazado
1030,947387,humberto vargas,57,M,Yopal,29,true,Null,Armada,Rechazado
1031,555616,kevin garcia,51,M,Santa Rosa de Cabal,30,false,Colpensiones,Policia,Aprobado
1032,138946,veronica ramirez,50,F,Armenia,57,true,Null,Inpec,Rechazado
1033,329947,ivan flores,42,M,Sincelejo,40,true,Fondo extranjero,Minsalud,Rechazado
1035,477378,eugenia santa,56,F,Inirida,51,false,Colpensiones,Null,Aprobado
1036,388401,daniela sierra,43,M,Armenia,36,false,Colpensiones,Minsalud,Aprobado
1037,985796,zacarias rojas,23,F,Bogota,33,false,Colpensiones,Minsalud,Aprobado
1039,577636,lidia torres,37,M,Popayan,24,false,Colpensiones,Armada,Aprobado
1043,927980,gonzalo ruiz,59,M,Armenia,43,false,Colpensiones,Inpec,Aprobado
1044,708298,wilson gomez,27,M,Quibdo,30,true,Colpensiones,Null,Aprobado
1045,850595,ursula jimenez,60,F,Arauca,27,true,Fondo extranjero,Armada,Rechazado
1046,277879,ivan marquez,54,M,Popayan,44,true,Porvenir,Null,Rechazado
1047,828377,pablo salas,37,F,Neiva,22,true,Porvenir,Policia,Rechazado
1048,570346,walter doris,56,M,Yopal,23,false,Colpensiones,Null,Aprobado
1049,149255,helena ramirez,37,F,Inirida,36,true,Null,Policia,Rechazado
1050,167700,pablo pinto,55,F,Monteria,42,true,Porvenir,Null,Rechazado
1052,262784,alberto piedra,37,M,Soacha,29,false,Colpensiones,Mininterior,Aprobado
1054,188296,ximena cameron,49,F,Inirida,49,true,Colfondos,Armada,Rechazado
1055,963933,susana santa,46,M,Arauquita,26,true,Porvenir,Null,Rechazado
1058,319315,rami salazar,35,F,Medellin,30,true,Proteccion,Inpec,Rechazado
1059,914709,xavier romero,49,F,Valledupar,37,false,Colpensiones,Mininterior,Aprobado
1060,487944,ursula perez,55,F,Chia,56,false,Colpensiones,Armada,Aprobado
1061,258204,karina moreno,60,M,Popayan,20,true,Proteccion,Policia,Rechazado
1064,530144,xavier alvarez,46,M,Arauquita,47,false,Colpensiones,Minsalud,Aprobado
1065,708503,hugo soto,39,M,Inirida,58,true,Old Mutual,Policia,Rechazado
1066,700996,teresa ron,37,M,Quibdo,23,true,Porvenir,Minsalud,Rechazado
1067,608821,leandro pinto,39,M,Pitalito,46,true,Porvenir,Minsalud,Rechazado
1068,395159,xavier murillo,50,F,Cucuta,26,true,Porvenir,Armada,Rechazado
1070,396189,zulema rojas,36,M,Santa Marta,56,true,Old Mutual,Mininterior,Rechazado
1071,895833,urbano bautista,33,F,Santa Marta,30,true,Colpensiones,Null,Aprobado
1074,251604,ivonne martinez,21,M,Bogota,23,false,Colpensiones,Armada,Aprobado
1075,578355,xavier castro,39,M,Valledupar,32,true,Null,Mininterior,Rechazado
1076,113793,karina torres,21,F,Arauquita,45,true,Colpensiones,Null,Aprobado
1077,119166,hugo reyes,60,M,Pereira,23,false,Colpensiones,Mininterior,Aprobado
1078,156988,zulema alvarado,37,F,Tunja,40,false,Colpensiones,Armada,Aprobado
1079,858994,oscar flores,53,M,Santa Rosa de Cabal,24,true,Fondo extranjero,Armada,Rechazado
1081,351058,juanita rodriguez,58,M,Sincelejo,58,false,Colpensiones,Minsalud,Aprobado
1082,610448,juan sanchez,40,F,Manizales,44,true,Colfondos,Armada,Rechazado
1083,598655,ivana garcia,52,M,Bucaramanga,24,true,Old Mutual,Armada,Rechazado
1084,894362,eugenia gonzalez,43,M,Chia,24,true,Colpensiones,Mininterior,Rechazado
1085,716311,andres gomez,36,M,Cali,28,false,Colpensiones,Null,Aprobado
1086,611703,karina maron,52,F,Pitalito,23,true,Porvenir,Policia,Rechazado
1088,792250,zulema fuentes,36,F,Cartagena,60,false,Colpensiones,Null,Aprobado
1089,813812,ursula gomez,37,M,Tunja,20,false,Colpensiones,Mininterior,Aprobado
1090,147043,violeta cabrera,57,M,Cali,38,true,Old Mutual,Policia,Rechazado
1094,549197,gabriela andrade,55,F,Arauca,32,true,Colpensiones,Armada,Rechazado
1095,208122,samuel quiroz,49,M,Armenia,43,false,Colpensiones,Inpec,Aprobado
1097,804314,nadia soto,29,M,Neiva,47,false,Colpensiones,Null,Aprobado
1098,242458,karina pinto,39,F,Santa Marta,37,false,Colpensiones,Minsalud,Aprobado
1099,514114,dolores vargas,41,F,Bucaramanga,52,true,Porvenir,Null,Rechazado
1101,567829,nerea fuentes,58,F,Tunja,27,false,Colpensiones,Inpec,Aprobado
1102,728793,violeta pico,21,M,Cali,30,true,Colpensiones,Inpec,Aprobado
1105,721517,humberto perez,27,M,Monteria,49,true,Colpensiones,Null,Aprobado
1106,387874,noel perez,40,F,Bucaramanga,23,false,Colpensiones,Null,Aprobado
1107,306362,zoe gonzalez,57,M,Armenia,24,false,Colpensiones,Null,Aprobado
1108,892973,zoraida mora,37,F,Medellin,25,true,Old Mutual,Policia,Rechazado
1109,680363,yadira delgado,37,F,Sincelejo,37,true,Fondo extranjero,Mininterior,Rechazado
1111,422160,graciela hernandez,48,F,Barranquilla,42,false,Colpensiones,Minsalud,Aprobado
1113,376052,zulema hidalgo,36,F,Sincelejo,44,true,Colfondos,Minsalud,Rechazado
1114,536904,luisana vargas,46,M,Arauquita,55,true,Old Mutual,Policia,Rechazado
1115,332739,nadia gonzalez,53,F,Pereira,57,false,Colpensiones,Mininterior,Aprobado
1117,229062,gonzalo garcia,40,F,Sincelejo,36,false,Colpensiones,Null,Aprobado
1120,861781,emilio rivera,48,M,Yopal,60,true,Colpensiones,Minsalud,Rechazado
1121,289881,yolanda herrera,44,F,Monteria,33,false,Colpensiones,Mininterior,Aprobado
1122,421015,yolanda montero,39,M,Medellin,39,false,Colpensiones,Mininterior,Aprobado
1123,789868,yadira hinojosa,51,F,Quibdo,30,true,Old Mutual,Policia,Rechazado
1124,882666,helena alfaro,37,M,Popayan,55,false,Colpensiones,Policia,Aprobado
1126,319969,oscar cameron,40,F,Yopal,50,true,Colfondos,Mininterior,Rechazado
1128,849527,guillermo jimenez,45,F,Barranquilla,57,true,Proteccion,Mininterior,Rechazado
1131,946439,teresa pino,42,F,Tunja,34,true,Null,Minsalud,Rechazado
1132,373133,gabriela romero,29,M,Girardot,23,false,Colpensiones,Null,Aprobado
1134,674532,isidro pineda,20,M,Tunja,59,true,Colpensiones,Armada,Aprobado
1135,323897,federico castro,59,F,Manizales,35,false,Colpensiones,Mininterior,Aprobado
1137,256509,nadia medina,45,F,Quibdo,44,true,Null,Minsalud,Rechazado
1139,976291,hugo gil,53,F,Santa Marta,48,false,Colpensiones,Policia,Aprobado
1142,663308,leonardo castro,36,M,Ibague,47,false,Colpensiones,Minsalud,Aprobado
1143,673138,raul quiroz,38,M,Inirida,21,false,Colpensiones,Null,Aprobado
1144,923921,federico pino,60,F,Arauca,20,true,Old Mutual,Policia,Rechazado
1145,911309,elias perez,54,M,Inirida,49,false,Colpensiones,Inpec,Aprobado
1146,882651,luis marquez,59,F,Barranquilla,34,false,Colpensiones,Inpec,Aprobado
1147,425744,isidro herrera,37,F,Sincelejo,38,false,Colpensiones,Mininterior,Aprobado
1148,177477,federico lopez,38,F,Tunja,52,false,Colpensiones,Armada,Aprobado
1149,833488,yolanda reyes,52,M,Arauquita,33,true,Colfondos,Minsalud,Rechazado
1150,486422,felipe zapata,23,F,Leticia,30,false,Colpensiones,Null,Aprobado
1151,418849,montserrat mendoza,51,M,Arauquita,53,true,Old Mutual,Inpec,Rechazado
1152,567762,noel gomez,42,M,Yopal,43,true,Colpensiones,Armada,Rechazado
1153,229084,federico perez,59,F,Pitalito,26,true,Null,Null,Rechazado
1154,266254,ana rojas,60,M,Apartado,24,true,Old Mutual,Armada,Rechazado
1155,266241,karla rodriguez,48,M,Cali,42,false,Colpensiones,Null,Aprobado
1157,850964,ximena rodrigo,51,F,Popayan,46,true,Old Mutual,Inpec,Rechazado
1160,947889,ignacio castro,59,F,Inirida,54,true,Null,Inpec,Rechazado
1161,387828,fabiola martinez,46,F,Yopal,33,true,Colfondos,Minsalud,Rechazado
1162,127113,david maron,55,M,Santa Rosa de Cabal,25,false,Colpensiones,Inpec,Aprobado
1163,741060,nicolas piedra,32,M,Tunja,47,false,Colpensiones,Null,Aprobado
1164,600605,kira sarmiento,33,M,Neiva,49,false,Colpensiones,Null,Aprobado
1165,561489,yolanda mora,56,F,Cucuta,22,false,Colpensiones,Inpec,Aprobado
1166,437535,ursula jimenez,51,M,Popayan,22,true,Colfondos,Null,Rechazado
1167,260836,ursula salcedo,42,M,Florencia,23,true,Colpensiones,Policia,Rechazado
1168,802706,bruno gomez,42,M,Sincelejo,37,false,Colpensiones,Armada,Aprobado
1169,466524,leonardo vargas,35,F,Sincelejo,50,true,Colpensiones,Policia,Aprobado
1170,847801,sergio caro,58,M,Leticia,47,true,Fondo extranjero,Null,Rechazado
1172,897479,sofia delgado,45,F,Arauquita,47,true,Colpensiones,Policia,Rechazado
1173,252382,montserrat sanchez,55,M,Popayan,50,true,Null,Armada,Rechazado
1175,152409,carlos gonzalez,59,M,Popayan,50,false,Colpensiones,Armada,Aprobado
1176,290779,carlos rodriguez,58,M,Apartado,40,false,Colpensiones,Mininterior,Aprobado
1179,555686,nadia quintero,32,F,Chia,32,true,Colpensiones,Null,Aprobado
1180,716600,mario rodriguez,28,F,Sincelejo,34,false,Colpensiones,Null,Aprobado
1181,426837,iris rojas,46,M,Girardot,40,false,Colpensiones,Null,Aprobado
1182,550789,silvia santa,54,F,Armenia,32,false,Colpensiones,Inpec,Aprobado
1184,387856,alexander bernal,60,F,Armenia,26,true,Proteccion,Policia,Rechazado
1187,981574,isabela montero,40,M,Leticia,25,true,Old Mutual,Inpec,Rechazado
1188,158914,alicia rodriguez,30,M,Tunja,30,true,Colpensiones,Minsalud,Aprobado
1189,966605,veronica garcia,46,M,Manizales,50,true,Fondo extranjero,Null,Rechazado
1190,159265,alexander alvarado,54,M,Florencia,39,false,Colpensiones,Null,Aprobado
1191,258572,ursula maron,36,M,Pasto,25,false,Colpensiones,Mininterior,Aprobado
1196,505274,isabela ron,36,F,Monteria,26,true,Old Mutual,Mininterior,Rechazado
1197,371039,samuel guadalupe,56,F,Inirida,47,false,Colpensiones,Policia,Aprobado
1198,357034,ivana jimenez,41,M,Riohacha,33,false,Colpensiones,Armada,Aprobado
1199,212812,sergio reyes,49,M,Quibdo,46,false,Colpensiones,Null,Aprobado
1200,508462,julieta montoya,20,M,Pitalito,23,false,Colpensiones,Null,Aprobado
1201,644777,isidro delgado,51,F,Monteria,56,true,Porvenir,Policia,Rechazado
1202,124322,manuel guzman,51,M,Riohacha,25,false,Colpensiones,Minsalud,Aprobado
1203,249109,xavier torres,42,M,Cali,38,true,Colpensiones,Inpec,Rechazado
1205,164708,daniela bautista,38,M,Girardot,33,false,Colpensiones,Mininterior,Aprobado
1206,727164,hugo mendez,49,F,Tunja,51,true,Proteccion,Inpec,Rechazado
1209,293186,noel calderon,32,F,Tunja,57,false,Colpensiones,Armada,Aprobado
1210,790165,manuel salazar,57,M,Inirida,39,false,Colpensiones,Armada,Aprobado
1211,181861,fernando romero,41,M,Barranquilla,23,true,Fondo extranjero,Null,Rechazado
1212,308712,esteban guzman,55,F,Barranquilla,28,false,Colpensiones,Mininterior,Aprobado
1214,342259,yolanda delgado,25,M,Cali,32,false,Colpensiones,Minsalud,Aprobado
1216,624976,katerina fuentes,33,M,Yopal,59,true,Colpensiones,Null,Aprobado
1217,639359,pedro aguilar,37,M,Bucaramanga,40,true,Porvenir,Armada,Rechazado
1218,180295,sofia vargas,43,M,Inirida,58,false,Colpensiones,Inpec,Aprobado
1219,434460,karina castillo,41,M,Arauca,21,false,Colpensiones,Policia,Aprobado
1220,367398,esteban serna,48,F,Manizales,23,false,Colpensiones,Mininterior,Aprobado
1221,751495,pilar mendoza,40,F,Santa Rosa de Cabal,39,true,Porvenir,Null,Rechazado
1223,239782,elsa delgado,51,M,Pitalito,31,false,Colpensiones,Policia,Aprobado
1224,219650,isabel reyes,52,F,Ibague,28,true,Colpensiones,Null,Rechazado
1225,566568,ivan montoya,57,M,Villavicencio,57,true,Fondo extranjero,Mininterior,Rechazado
1227,126537,daniela castro,38,F,Pitalito,30,true,Colfondos,Minsalud,Rechazado
1228,103589,felipe salazar,53,M,Arauca,32,true,Proteccion,Minsalud,Rechazado
1229,102519,silvia rojas,36,M,Cartagena,38,false,Colpensiones,Armada,Aprobado
1230,605028,felicia reyes,49,M,Cartagena,54,true,Null,Minsalud,Rechazado
1231,368624,oscar ramirez,52,F,Cali,27,true,Fondo extranjero,Minsalud,Rechazado
1232,279258,wenceslao soto,58,M,Sincelejo,25,true,Old Mutual,Inpec,Rechazado
1233,971653,hugo aguilar,53,F,Pitalito,36,true,Null,Policia,Rechazado
1235,432639,alfonso ramirez,47,F,Arauquita,22,true,Fondo extranjero,Inpec,Rechazado
1236,119096,teresa gonzalez,51,M,Monteria,28,true,Porvenir,Policia,Rechazado
1238,345463,oscar flores,59,F,Cali,54,true,Porvenir,Minsalud,Rechazado
1240,830174,katerina pardo,38,M,Santa Rosa de Cabal,41,true,Old Mutual,Inpec,Rechazado
1241,473087,fabio perez,57,M,Bucaramanga,49,true,Colfondos,Inpec,Rechazado
1243,869900,josue santa,44,F,Tunja,30,true,Fondo extranjero,Mininterior,Rechazado
1244,575125,samuel delgado,51,F,Barranquilla,22,true,Colfondos,Minsalud,Rechazado
1245,897677,karen perez,49,F,Inirida,49,true,Fondo extranjero,Mininterior,Rechazado
1246,807489,valeria cruz,60,F,Ibague,50,false,Colpensiones,Null,Aprobado
1247,766487,alexander ramirez,48,F,Arauca,21,true,Proteccion,Minsalud,Rechazado
1248,488817,ximena hinojosa,57,F,Pasto,54,true,Proteccion,Policia,Rechazado
1249,767039,noel perez,54,M,Armenia,52,true,Colpensiones,Null,Rechazado
1250,193801,gabriel castillo,45,M,Inirida,58,false,Colpensiones,Policia,Aprobado
1251,594242,felipe perez,41,F,Bucaramanga,34,false,Colpensiones,Policia,Aprobado
1252,176720,barbara gomez,53,M,Leticia,27,false,Colpensiones,Null,Aprobado
1253,310789,alicia guzman,45,F,Barranquilla,32,false,Colpensiones,Null,Aprobado
1255,131253,tatiana fuentes,38,F,Florencia,55,false,Colpensiones,Minsalud,Aprobado
1257,628300,karla vasquez,60,F,Barranquilla,48,false,Colpensiones,Minsalud,Aprobado
1258,177494,fabiola castillo,39,M,Popayan,52,true,Old Mutual,Inpec,Rechazado
1260,259645,javier doris,50,M,Chia,57,true,Porvenir,Armada,Rechazado
1261,788602,angela bautista,40,F,Tunja,45,false,Colpensiones,Inpec,Aprobado
1262,769326,guillermo montero,33,F,Tunja,60,false,Colpensiones,Null,Aprobado
1263,482385,norma ferrer,22,F,Pereira,38,false,Colpensiones,Null,Aprobado
1264,943225,vicente perez,49,F,Bogota,52,false,Colpensiones,Armada,Aprobado
1265,514416,nicolas delgado,42,M,Popayan,33,true,Proteccion,Armada,Rechazado
1266,968814,oscar hernandez,47,M,Soacha,56,true,Colpensiones,Minsalud,Rechazado
1267,312169,samuel rivera,48,M,Valledupar,39,true,Old Mutual,Minsalud,Rechazado
1268,888369,alexander hernandez,50,F,Cali,31,false,Colpensiones,Minsalud,Aprobado
1269,918662,olga herrera,60,F,Barranquilla,47,false,Colpensiones,Armada,Aprobado
1270,519433,zoe vela,52,F,Sincelejo,37,true,Null,Minsalud,Rechazado
1271,761418,samuel torres,54,M,Medellin,37,false,Colpensiones,Policia,Aprobado
1273,368306,vicente romero,39,M,Bogota,26,true,Null,Null,Rechazado
1275,987740,oscar carrera,47,M,Armenia,41,false,Colpensiones,Inpec,Aprobado
1277,781602,pablo alvarado,31,M,Manizales,52,false,Colpensiones,Null,Aprobado
1278,555278,ursula vargas,48,M,Quibdo,60,false,Colpensiones,Armada,Aprobado
1279,580258,katerina salazar,48,M,Bogota,24,false,Colpensiones,Minsalud,Aprobado
1280,117492,josue cifuentes,57,F,Leticia,48,true,Proteccion,Minsalud,Rechazado
1281,103197,helena delgado,22,M,Medellin,21,true,Colpensiones,Mininterior,Aprobado
1283,800089,diana castillo,42,F,Ibague,27,false,Colpensiones,Armada,Aprobado
1286,229274,mario vela,58,F,Villavicencio,32,false,Colpensiones,Null,Aprobado
1287,647736,jorge montero,48,F,Inirida,41,false,Colpensiones,Armada,Aprobado
1288,709913,karina delgado,48,M,Valledupar,50,true,Colfondos,Armada,Rechazado
1289,268599,humberto pico,60,M,Leticia,51,true,Colfondos,Null,Rechazado
1291,432561,gabriel vargas,37,M,Soacha,37,false,Colpensiones,Mininterior,Aprobado
1294,891143,alfonso gonzalez,43,F,Bucaramanga,20,false,Colpensiones,Armada,Aprobado
1297,679593,barbara salazar,60,M,Santa Rosa de Cabal,51,false,Colpensiones,Policia,Aprobado
1298,545586,pablo rodrigo,38,F,Neiva,58,false,Colpensiones,Null,Aprobado
1301,595940,yadira leon,40,M,Pitalito,22,false,Colpensiones,Policia,Aprobado
1302,534196,bianca reyes,51,M,Bogota,40,false,Colpensiones,Armada,Aprobado
1305,558780,teresa morales,44,F,Santa Rosa de Cabal,41,false,Colpensiones,Armada,Aprobado
1307,437908,pablo gil,48,F,Bogota,25,true,Fondo extranjero,Mininterior,Rechazado
1308,536393,walter jimenez,49,F,Pasto,54,false,Colpensiones,Minsalud,Aprobado
1311,552601,pilar carrera,25,F,Arauquita,30,false,Colpensiones,Null,Aprobado
1312,684537,miriam morales,60,M,Armenia,51,false,Colpensiones,Policia,Aprobado
1314,985433,pablo sanchez,47,F,Sincelejo,41,true,Porvenir,Minsalud,Rechazado
1317,807495,kike pizarro,42,F,Sincelejo,56,false,Colpensiones,Null,Aprobado
1318,664092,patricia rojas,54,F,Yopal,49,false,Colpensiones,Policia,Aprobado
1319,204496,julieta morales,49,F,Pitalito,36,false,Colpensiones,Armada,Aprobado
1321,352968,wilson lira,60,M,Neiva,48,true,Null,Policia,Rechazado
1323,559306,marcos torres,27,F,Barranquilla,27,false,Colpensiones,Null,Aprobado
1324,692471,gabriela carrillo,45,M,Inirida,44,true,Proteccion,Null,Rechazado
1325,914944,leandro montero,24,F,Sincelejo,60,true,Colpensiones,Null,Aprobado
1328,448202,karla sierra,53,M,Armenia,24,true,Fondo extranjero,Minsalud,Rechazado
1329,972753,xavier vega,43,M,Bucaramanga,51,true,Fondo extranjero,Inpec,Rechazado
1331,265504,luis castro,44,F,Florencia,22,true,Colpensiones,Minsalud,Rechazado
1332,793251,gloria fuentes,56,M,Quibdo,58,false,Colpensiones,Mininterior,Aprobado
1333,267924,nicolas silva,42,F,Florencia,43,true,Old Mutual,Minsalud,Rechazado
1334,733430,wilson quintero,59,M,Villavicencio,22,false,Colpensiones,Policia,Aprobado
1336,328658,eliza rojas,50,M,Pereira,28,true,Proteccion,Policia,Rechazado
1337,625117,sonia rojas,36,F,Santa Marta,20,true,Colfondos,Null,Rechazado
1338,799155,silvia zapata,37,M,Barranquilla,20,false,Colpensiones,Minsalud,Aprobado
1342,831689,walter ramirez,59,M,Cali,38,true,Proteccion,Minsalud,Rechazado
1343,668542,walter cifuentes,29,M,Popayan,31,true,Colpensiones,Null,Aprobado
1344,476831,raul serna,20,M,Tunja,41,false,Colpensiones,Policia,Aprobado
1345,250260,norma vega,34,M,Florencia,28,true,Colpensiones,Null,Aprobado
1346,860166,katerina garcia,36,F,Riohacha,30,true,Old Mutual,Policia,Rechazado
1351,971709,quiana doris,47,F,Quibdo,36,true,Null,Policia,Rechazado
1352,734071,luis barrios,33,M,Medellin,34,true,Colpensiones,Minsalud,Aprobado
1354,545868,javier ramirez,57,M,Manizales,35,false,Colpensiones,Null,Aprobado
1356,584856,mario lopez,43,M,Arauquita,52,false,Colpensiones,Armada,Aprobado
1357,335555,violeta pico,46,M,Popayan,24,true,Colpensiones,Minsalud,Rechazado
1358,695817,teresa barrera,36,F,Cucuta,54,true,Null,Policia,Rechazado
1359,859359,eliza hinojosa,49,M,Inirida,39,false,Colpensiones,Armada,Aprobado
1363,328141,hector perez,37,F,Tunja,43,false,Colpensiones,Inpec,Aprobado
1365,820982,samuel martinez,48,M,Ibague,45,false,Colpensiones,Armada,Aprobado
1366,294671,eliza lopez,36,M,Chia,27,true,Colfondos,Minsalud,Rechazado
1367,571973,violeta moreno,47,F,Cali,46,false,Colpensiones,Minsalud,Aprobado
1368,543159,guillermo torres,48,F,Pereira,41,true,Proteccion,Minsalud,Rechazado
1369,300628,tatiana mora,50,M,Riohacha,49,false,Colpensiones,Policia,Aprobado
1370,578824,guillermo flores,43,F,Pitalito,57,true,Colpensiones,Policia,Rechazado
1371,619743,kike marin,60,F,Quibdo,59,true,Porvenir,Mininterior,Rechazado
1372,735828,teresa quiroz,45,F,Pereira,60,false,Colpensiones,Null,Aprobado
1373,579519,kike quintana,47,F,Medellin,25,false,Colpensiones,Null,Aprobado
1374,471445,marta reyes,44,F,Bogota,53,false,Colpensiones,Policia,Aprobado
1377,492846,rami torres,55,M,Popayan,50,false,Colpensiones,Minsalud,Aprobado
1378,672790,kevin torres,43,F,Barranquilla,44,true,Proteccion,Minsalud,Rechazado
1382,351671,elias morales,36,M,Leticia,43,true,Null,Armada,Rechazado
1385,625950,esteban vela,49,M,Yopal,29,true,Colpensiones,Armada,Rechazado
1386,771755,gloria salazar,40,F,Arauca,39,false,Colpensiones,Minsalud,Aprobado
1387,481029,gabriela murillo,45,F,Girardot,25,false,Colpensiones,Null,Aprobado
1388,184359,ivana rodrigo,47,F,Arauquita,20,true,Fondo extranjero,Policia,Rechazado
1392,623426,bruno vega,38,M,Medellin,46,true,Colfondos,Inpec,Rechazado
1394,360050,noelia aguilar,21,M,Bogota,21,true,Colpensiones,Null,Aprobado
1395,324538,rami garcia,49,F,Tunja,57,true,Colfondos,Minsalud,Rechazado
1397,574667,eduardo torres,43,M,Girardot,51,false,Colpensiones,Armada,Aprobado
1398,561056,carlos hinojosa,20,M,Leticia,46,false,Colpensiones,Null,Aprobado
1399,961100,humberto delgado,58,F,Girardot,24,false,Colpensiones,Minsalud,Aprobado
1401,341442,lidia sanchez,54,F,Pitalito,37,true,Colpensiones,Null,Rechazado
1402,176120,ursula rodrigo,51,F,Pasto,29,false,Colpensiones,Policia,Aprobado
1403,724113,noelia quintero,42,F,Pitalito,26,true,Old Mutual,Inpec,Rechazado
1404,979253,gabriela torres,53,F,Pereira,31,true,Null,Null,Rechazado
1405,465181,blanca mora,48,F,Pasto,20,false,Colpensiones,Mininterior,Aprobado
1406,549409,iris hernandez,42,F,Bucaramanga,36,false,Colpensiones,Mininterior,Aprobado
1407,794668,xavier delgado,35,F,Armenia,26,true,Colpensiones,Mininterior,Aprobado
1408,312177,nicolas ramirez,48,F,Armenia,38,true,Colfondos,Null,Rechazado
1410,294475,karla marin,43,F,Yopal,38,false,Colpensiones,Mininterior,Aprobado
1411,485243,elias navarro,56,M,Quibdo,46,false,Colpensiones,Policia,Aprobado
1413,231487,miriam gomez,49,F,Soacha,47,true,Colfondos,Minsalud,Rechazado
1414,923600,gonzalo ruiz,46,M,Barranquilla,23,false,Colpensiones,Mininterior,Aprobado
1415,840691,oscar gomez,46,F,Bogota,54,true,Proteccion,Inpec,Rechazado
1416,885147,zoe castillo,59,M,Bucaramanga,32,true,Colfondos,Mininterior,Rechazado
1417,563491,eugenia rivera,53,M,Tunja,20,false,Colpensiones,Null,Aprobado
1419,121575,fernando gonzalez,59,F,Pereira,40,false,Colpensiones,Inpec,Aprobado
1420,215171,laura perez,30,F,Villavicencio,36,false,Colpensiones,Null,Aprobado
1423,439362,gabriel reyes,59,F,Arauquita,50,true,Colfondos,Null,Rechazado
1425,394656,tomas pineda,43,F,Manizales,49,false,Colpensiones,Policia,Aprobado
1426,767236,quico murillo,40,M,Chia,37,false,Colpensiones,Minsalud,Aprobado
1427,665032,olivia vega,25,F,Florencia,53,false,Colpensiones,Null,Aprobado
1429,105779,tomas cifuentes,37,F,Barranquilla,34,false,Colpensiones,Policia,Aprobado
1430,974793,wilfredo hernandez,48,F,Cucuta,23,false,Colpensiones,Inpec,Aprobado
1431,809688,esteban rivera,39,M,Inirida,41,true,Fondo extranjero,Armada,Rechazado
1432,715341,eliza ramirez,36,M,Neiva,57,false,Colpensiones,Inpec,Aprobado
1434,328933,ivan vega,38,M,Girardot,38,true,Fondo extranjero,Inpec,Rechazado
1435,636364,marcos fuentes,47,F,Arauca,58,true,Proteccion,Mininterior,Rechazado
1438,886285,alberto hinojosa,55,F,Chia,25,false,Colpensiones,Inpec,Aprobado
1439,506391,julieta salas,22,M,Sincelejo,56,true,Colpensiones,Null,Aprobado
1441,400830,olivia alvarez,43,M,Chia,57,true,Null,Armada,Rechazado
1442,937187,benjaman rodrigo,36,F,Girardot,45,false,Colpensiones,Mininterior,Aprobado
1444,612418,carlos castillo,56,M,Pitalito,57,true,Null,Policia,Rechazado
1445,557260,felipe gonzalez,43,M,Cali,34,true,Old Mutual,Inpec,Rechazado
