id_cotizante,cedula,nombre,edad,genero,ciudad,semanasCotizadas,declaraRenta,fondoDePensiones,entidadPublica
1715,406303,esteban roberto,57,M,Florencia,60,true,Null,Armada
1716,305674,bruno vasquez,23,M,Florencia,60,false,Null,Null
1717,612800,fabiola romero,51,F,Cartagena,53,false,Colfondos,Inpec
1718,398304,sonia bautista,35,F,Arauca,28,false,Fondo extranjero,Inpec
1719,741301,isidro castillo,57,F,Sincelejo,43,true,Fondo extranjero,Minsalud
1720,291460,oscar roa,26,F,Cartagena,51,false,Porvenir,Null
1721,660232,miriam gonzalez,53,M,Manizales,39,false,Fondo extranjero,Mininterior
1722,992492,zoraida hernandez,35,M,Yopal,32,true,Proteccion,Policia
1723,591522,helena gonzalez,45,F,Medellin,44,false,Colfondos,Null
1724,941219,cristobal reyes,39,M,Neiva,54,false,Null,Minsalud
1725,877290,josue gomez,26,M,Pasto,57,true,Porvenir,Armada
1726,783845,carmen reyes,29,F,Yopal,42,true,Fondo extranjero,Minsalud
1727,780171,manuel mora,36,M,Monteria,28,false,Fondo extranjero,Mininterior
1728,525195,miriam hernandez,36,F,Tunja,45,false,Porvenir,Inpec
1729,779151,oscar morales,22,M,Cali,44,false,Colpensiones,Null
1730,374749,pablo flores,43,F,Cartagena,21,true,Old Mutual,Mininterior
1731,833899,mario ruiz,28,M,Pitalito,42,false,Null,Mininterior
1732,372968,pablo salas,58,F,Leticia,22,true,Colpensiones,Armada
1733,548313,walter vazquez,60,F,Arauca,34,true,Colfondos,Policia
1734,569229,nicolas hernandez,46,F,Riohacha,29,true,Colfondos,Minsalud
1735,393211,katerina martinez,60,M,Valledupar,35,true,Proteccion,Mininterior
1736,298451,raul juarez,23,M,Popayan,29,true,Porvenir,Minsalud
1737,619011,julieta guzman,57,F,Cucuta,59,true,Colfondos,Minsalud
1738,137850,juan castillo,58,F,Arauquita,44,true,Colfondos,Minsalud
1739,612844,gabriel zapata,23,F,Villavicencio,60,true,Proteccion,Minsalud
1740,327341,jorge alfaro,35,F,Yopal,38,true,Proteccion,Minsalud
1741,450083,ursula gomez,47,F,Cali,27,true,Colfondos,Minsalud
1742,189939,oscar vargas,60,F,Monteria,58,true,Old Mutual,Inpec
1743,484903,katerina henao,24,M,Girardot,37,false,Porvenir,Armada
1744,841314,teresa montero,45,F,Popayan,21,true,Fondo extranjero,Inpec
1745,237322,zulema gomez,48,F,Florencia,30,true,Colpensiones,Mininterior
1746,318737,humberto flores,26,M,Cali,50,true,Proteccion,Inpec
1747,757267,helena reyes,26,M,Sincelejo,60,true,Colpensiones,Policia
1748,636231,miriam doris,58,F,Florencia,54,true,Proteccion,Inpec
1749,626562,cesar rivas,49,M,Chia,57,true,Old Mutual,Policia
1750,386581,hugo soto,23,F,Popayan,45,false,Colfondos,Armada
1751,798383,emilio rojas,20,M,Yopal,38,false,Colfondos,Inpec
1752,743580,diana salazar,44,F,Pitalito,57,true,Fondo extranjero,Mininterior
1753,507343,hector serrano,47,M,Bucaramanga,23,true,Colfondos,Inpec
1754,768492,patricia rodriguez,55,M,Yopal,58,false,Proteccion,Minsalud
1755,598515,eduardo herrera,35,F,Armenia,59,true,Proteccion,Minsalud
1756,441195,leandro ramirez,49,F,Florencia,33,true,Fondo extranjero,Mininterior
1757,322286,alicia morales,28,F,Pasto,21,true,Colfondos,Minsalud
1758,630125,marcos reyes,35,M,Apartado,48,true,Colfondos,Policia
1759,761459,benjaman silva,25,M,Pitalito,37,true,Fondo extranjero,Armada
1760,731366,carlos pinto,46,F,Bucaramanga,34,true,Fondo extranjero,Minsalud
1761,189113,gerardo vega,43,F,Santa Rosa de Cabal,49,false,Old Mutual,Mininterior
1762,848569,veronica hernandez,56,F,Barranquilla,39,true,Null,Inpec
1763,204604,yadira salcedo,31,F,Villavicencio,54,false,Null,Policia
1764,827564,noel garcia,48,F,Chia,35,false,Proteccion,Mininterior
1765,132608,gonzalo salas,45,F,Tunja,36,true,Porvenir,Policia
1766,130874,nerea bernal,27,F,Manizales,31,true,Proteccion,Null
1767,219444,sergio lopez,41,M,Neiva,50,true,Colpensiones,Armada
1768,799140,daniel roa,54,M,Chia,56,false,Colfondos,Armada
1769,808720,isidro ramirez,36,M,Neiva,50,false,Porvenir,Mininterior
1770,611524,manuel david,30,F,Riohacha,27,false,Porvenir,Armada
1771,908317,rami soto,33,M,Soacha,37,false,Colfondos,Armada
1772,662720,olga mora,40,F,Yopal,26,false,Old Mutual,Armada
1773,375472,noelia garcia,30,F,Santa Rosa de Cabal,41,false,Null,Null
1774,845271,juan garcia,40,F,Yopal,25,true,Null,Minsalud
1775,784882,zoe murillo,35,M,Arauca,34,false,Old Mutual,Armada
1776,899643,gloria franco,54,M,Quibdo,51,false,Colpensiones,Mininterior
1777,570175,zulema pineda,37,F,Bucaramanga,59,true,Null,Policia
1778,541339,karla guzman,30,M,Tunja,52,true,Fondo extranjero,Minsalud
1779,218280,felipe hinojosa,37,M,Chia,51,true,Null,Mininterior
1780,320154,carmen castro,24,F,Manizales,20,false,Fondo extranjero,Minsalud
1781,776951,hugo soto,53,F,Manizales,50,true,Old Mutual,Inpec
1782,899585,sergio marin,33,F,Florencia,56,true,Fondo extranjero,Policia
1783,383150,isabel gonzalez,59,F,Cartagena,20,true,Colfondos,Inpec
1784,581422,juanita murillo,55,M,Santa Marta,59,true,Colpensiones,Minsalud
1785,629132,sonia bustos,41,F,Popayan,27,true,Null,Armada
1786,794888,ivonne morales,59,M,Santa Marta,23,true,Old Mutual,Policia
1787,905741,carlos caro,53,F,Cartagena,43,false,Old Mutual,Armada
1788,334320,veronica castro,42,M,Armenia,42,true,Porvenir,Mininterior
1789,837453,noelia torres,53,F,Monteria,52,false,Proteccion,Null
1790,848053,ursula hernandez,49,F,Neiva,31,true,Colpensiones,Null
1791,749480,ivana santa,27,F,Pasto,31,false,Colpensiones,Mininterior
1792,654755,jose garcia,37,F,Florencia,39,true,Porvenir,Mininterior
1793,558209,veronica cruz,49,M,Sincelejo,49,true,Old Mutual,Inpec
1794,765241,elsa jimenez,31,M,Arauca,56,true,Proteccion,Minsalud
1795,343292,carmen vega,27,F,Arauquita,35,true,Null,Armada
1796,582678,karina rojas,30,M,Medellin,55,false,Porvenir,Null
1797,194410,bruno torres,49,M,Yopal,56,true,Colfondos,Policia
1798,968462,fabiola garcia,41,M,Villavicencio,45,false,Colpensiones,Inpec
1799,176193,violeta delgado,26,F,Ibague,57,true,Old Mutual,Armada
1800,831967,josue medina,30,M,Florencia,38,false,Colpensiones,Minsalud
1801,827781,bruno fuentes,23,M,Armenia,40,false,Colfondos,Mininterior
1802,933818,ignacio vargas,45,M,Villavicencio,20,true,Porvenir,Minsalud
1803,630087,kike gonzalez,22,F,Arauca,29,false,Colfondos,Null
1804,414464,manuel garcia,45,M,Manizales,22,true,Old Mutual,Minsalud
1805,568168,norma marin,38,M,Popayan,44,true,Fondo extranjero,Minsalud
1806,712459,felipe pinto,57,F,Barranquilla,22,true,Porvenir,Mininterior
1807,682361,yolanda delgado,36,M,Ibague,42,true,Colfondos,Armada
1808,191780,diana hidalgo,46,F,Pasto,25,false,Proteccion,Armada
1809,455586,leonardo pinto,60,F,Villavicencio,33,false,Old Mutual,Armada
1810,570136,victor delgado,30,F,Barranquilla,42,true,Porvenir,Null
1811,429149,gabriel garcia,43,F,Manizales,54,false,Porvenir,Mininterior
1812,573219,juan montero,41,M,Villavicencio,34,true,Porvenir,Minsalud
1813,338014,marcos pardo,36,M,Valledupar,32,false,Porvenir,Mininterior
1814,928326,pablo herrera,52,M,Sincelejo,47,false,Old Mutual,Null
1815,273553,julieta gomez,59,F,Cali,29,false,Old Mutual,Inpec
1816,983225,nicolas vargas,35,F,Manizales,38,false,Proteccion,Minsalud
1817,407200,ivan jimenez,44,M,Soacha,24,false,Old Mutual,Mininterior
1818,444607,ximena ruiz,60,M,Cartagena,41,false,Null,Mininterior
1819,765487,ivonne cruz,35,F,Barranquilla,40,false,Colfondos,Null
1820,632915,gabriela gonzalez,49,M,Quibdo,32,true,Colpensiones,Policia
1821,875014,juanita gomez,54,M,Inirida,28,true,Colpensiones,Mininterior
1822,927932,yolanda perez,26,F,Popayan,50,false,Null,Mininterior
1823,823946,sonia medina,47,M,Neiva,23,true,Fondo extranjero,Null
1824,120290,yolanda andrade,24,M,Pitalito,26,false,Colpensiones,Null
1825,356999,juan serna,48,F,Santa Marta,39,true,Null,Null
1826,661852,teresa torres,47,F,Armenia,35,true,Porvenir,Mininterior
1827,590798,guillermo pino,54,F,Pitalito,20,true,Porvenir,Armada
1828,351013,yolanda gonzalez,54,M,Villavicencio,55,true,Colpensiones,Policia
1829,818519,natividad perez,60,M,Arauca,55,false,Null,Policia
1830,308363,walter fuentes,39,M,Florencia,38,false,Colpensiones,Minsalud
1831,175811,david soto,28,M,Arauca,45,true,Fondo extranjero,Policia
1832,906435,rosa caro,21,M,Soacha,43,false,Porvenir,Policia
1833,122816,valeria pinto,26,M,Manizales,46,false,Porvenir,Policia
1834,663963,bianca pino,59,M,Riohacha,60,false,Porvenir,Inpec
1835,758122,jose gonzalez,28,M,Monteria,31,false,Null,Policia
1836,145389,veronica soto,34,M,Cali,46,true,Null,Minsalud
1837,332138,quiana bautista,47,M,Cali,25,true,Colfondos,Armada
1838,843630,susana montero,47,F,Sincelejo,46,true,Colpensiones,Policia
1839,790237,natividad sarmiento,24,F,Barranquilla,42,false,Old Mutual,Mininterior
1840,853056,quico ruiz,43,F,Yopal,47,true,Colpensiones,Null
1841,585460,victor soto,40,M,Yopal,55,false,Porvenir,Inpec
1842,449225,miriam gonzalez,30,F,Santa Marta,32,false,Null,Mininterior
1843,397459,walter juarez,28,M,Soacha,45,true,Proteccion,Armada
1844,264193,tomas carrera,42,M,Medellin,41,false,Old Mutual,Null
1845,169752,kevin vela,59,F,Leticia,53,true,Proteccion,Inpec
1846,693153,eduardo carrillo,29,M,Santa Rosa de Cabal,28,false,Fondo extranjero,Mininterior
1847,946298,samuel pardo,33,M,Cartagena,34,false,Null,Policia
1848,438238,leonardo guzman,34,M,Apartado,42,true,Colpensiones,Inpec
1849,900970,silvia pino,52,M,Tunja,41,false,Colfondos,Minsalud
1850,428370,mariana pardo,26,F,Leticia,30,true,Porvenir,Policia
1851,566842,isabela pino,50,M,Popayan,26,false,Colpensiones,Armada
1852,806195,felicia delgado,35,M,Armenia,25,true,Porvenir,Armada
1853,759993,cristobal delgado,42,F,Arauca,44,true,Colfondos,Inpec
1854,875427,miriam reyes,51,F,Pitalito,57,true,Proteccion,Mininterior
1855,720312,laura romero,48,F,Barranquilla,46,false,Fondo extranjero,Minsalud
1856,391586,zoe perez,29,F,Armenia,57,true,Fondo extranjero,Null
1857,860492,hugo pinto,39,F,Medellin,50,true,Porvenir,Mininterior
1858,176771,blanca zapata,51,M,Ibague,31,true,Null,Null
1859,322384,daniela castillo,37,F,Inirida,29,false,Colfondos,Mininterior
1860,757242,andres pino,33,M,Cali,58,false,Porvenir,Minsalud
1861,330662,fernando gonzalez,60,F,Monteria,23,true,Porvenir,Inpec
1862,222414,noel gil,34,M,Pasto,23,false,Proteccion,Inpec
1863,524505,eugenia mora,46,F,Tunja,21,false,Null,Mininterior
1864,578833,alicia valenzuela,27,M,Florencia,55,false,Old Mutual,Policia
1865,309090,nerea pinto,24,F,Ibague,36,true,Old Mutual,Policia
1866,726344,alexander salcedo,39,F,Sincelejo,31,false,Fondo extranjero,Minsalud
1867,960101,humberto rodrigo,46,M,Riohacha,36,false,Proteccion,Inpec
1868,209481,kike gonzalez,31,M,Apartado,37,false,Fondo extranjero,Mininterior
1869,127095,pablo perez,45,M,Barranquilla,20,true,Null,Policia
1870,353984,zoe romero,34,F,Sincelejo,51,false,Fondo extranjero,Policia
1871,807454,noelia silva,26,M,Arauquita,56,true,Proteccion,Null
1872,701261,elsa guzman,26,M,Pasto,45,true,Proteccion,Mininterior
1873,689396,leandro moreno,50,M,Arauquita,49,true,Colfondos,Null
1874,881038,teresa soto,54,F,Quibdo,39,true,Colfondos,Armada
1875,202282,samuel pineda,25,F,Bogota,46,true,Old Mutual,Mininterior
1876,183380,felicia sierra,32,F,Ibague,36,true,Porvenir,Inpec
1877,949413,montserrat jimenez,55,M,Pasto,45,true,Proteccion,Minsalud
1878,737301,gema perez,50,M,Quibdo,26,true,Colfondos,Armada
1879,222982,montserrat hernandez,41,F,Inirida,39,true,Fondo extranjero,Mininterior
1880,565085,diana perez,39,F,Manizales,26,false,Proteccion,Minsalud
1881,767020,pablo guadalupe,60,M,Chia,26,true,Old Mutual,Armada
1882,194337,oscar martinez,59,F,Valledupar,39,true,Colfondos,Minsalud
1883,978990,hugo diaz,37,M,Cali,48,true,Colpensiones,Null
1884,179281,katerina reyes,26,F,Pasto,34,true,Colpensiones,Null
1885,693799,ana salazar,45,F,Leticia,49,true,Proteccion,Policia
1886,202857,blanca rojas,35,F,Bucaramanga,49,false,Fondo extranjero,Inpec
1887,346323,olga hernandez,54,M,Cali,36,false,Null,Null
1888,154372,bianca romero,25,F,Yopal,58,false,Proteccion,Mininterior
1889,186928,oscar soto,33,F,Monteria,45,false,Null,Null
1890,496110,barbara gil,24,M,Cali,58,true,Proteccion,Armada
1891,459555,zoraida franco,27,M,Leticia,49,false,Proteccion,Mininterior
1892,938548,ignacio moreno,50,F,Chia,42,true,Fondo extranjero,Policia
1893,106072,gema alfaro,40,M,Tunja,37,false,Colpensiones,Null
1894,511322,oscar gonzalez,45,F,Riohacha,45,false,Null,Inpec
1895,431301,olga vega,43,M,Villavicencio,28,false,Porvenir,Null
1896,382472,patricia vega,56,F,Leticia,38,false,Fondo extranjero,Null
1897,530635,marcos perez,59,F,Pitalito,32,true,Fondo extranjero,Armada
1898,585537,vicente hidalgo,36,M,Santa Rosa de Cabal,42,false,Colfondos,Inpec
1899,979289,carlos pineda,53,M,Cartagena,40,false,Old Mutual,Mininterior
1900,130065,lucas martinez,39,F,Pasto,38,true,Fondo extranjero,Armada
1901,247471,diana ramirez,48,M,Leticia,54,true,Old Mutual,Mininterior
1902,672130,wilfredo alvarez,52,F,Chia,31,true,Old Mutual,Policia
1903,898363,noelia hidalgo,43,M,Inirida,20,false,Null,Null
1904,779116,zacarias castillo,27,F,Cucuta,59,true,Proteccion,Minsalud
1905,401700,ivan cameron,36,M,Leticia,50,false,Old Mutual,Policia
1906,968327,karen gonzalez,50,F,Arauquita,51,false,Colpensiones,Null
1907,983265,elias delgado,55,M,Sincelejo,32,false,Old Mutual,Armada
1908,518557,daniel quiroz,52,M,Pasto,24,true,Null,Armada
1909,890052,pilar marin,54,F,Quibdo,29,false,Null,Mininterior
1910,173088,leonardo pinto,42,F,Barranquilla,40,false,Colfondos,Policia
1911,156344,olga moreno,31,M,Bogota,48,true,Old Mutual,Inpec
1912,302933,claudia gonzalez,44,M,Popayan,26,true,Null,Minsalud
1913,729187,jorge alvarado,34,M,Inirida,46,false,Null,Inpec
1914,131372,gema reyes,20,M,Soacha,53,false,Fondo extranjero,Inpec
1915,577994,karla jimenez,32,M,Valledupar,35,true,Porvenir,Inpec
1916,706893,ivana garcia,29,F,Barranquilla,59,true,Colfondos,Mininterior
1917,694128,juanita quiroz,23,M,Cartagena,20,true,Fondo extranjero,Minsalud
1918,238575,blanca rodrigo,31,M,Pasto,42,false,Porvenir,Null
1919,789595,graciela ruiz,23,M,Arauquita,25,false,Porvenir,Armada
1920,321768,laura delgado,58,F,Pitalito,27,false,Proteccion,Armada
1921,407475,eliza lopez,37,F,Santa Rosa de Cabal,55,true,Colpensiones,Minsalud
1922,887452,isabela andrade,37,F,Pereira,46,true,Colfondos,Minsalud
1923,721958,barbara garcia,21,F,Valledupar,42,true,Colpensiones,Armada
1924,128660,federico rojas,34,F,Santa Rosa de Cabal,34,false,Null,Policia
1925,430732,elsa sarmiento,22,M,Bucaramanga,21,false,Old Mutual,Armada
1926,199213,susana gomez,27,F,Manizales,40,true,Proteccion,Minsalud
1927,818724,fabio flores,35,M,Valledupar,60,true,Null,Null
1928,210601,daniel castro,27,M,Girardot,20,true,Null,Armada
1929,909530,ursula hidalgo,27,F,Riohacha,58,true,Null,Mininterior
1930,894149,hugo fuentes,57,F,Neiva,53,true,Proteccion,Mininterior
1931,338598,ursula perez,56,M,Armenia,23,false,Colfondos,Minsalud
1932,248904,david mora,45,F,Tunja,52,true,Colfondos,Minsalud
1933,725137,alexander murillo,24,F,Valledupar,28,true,Null,Mininterior
1934,926740,gabriel pineda,23,F,Cali,42,false,Proteccion,Policia
1935,926645,hugo perez,58,F,Manizales,20,true,Fondo extranjero,Armada
1936,453180,xavier delgado,42,F,Pitalito,41,true,Fondo extranjero,Armada
1937,913761,roberto ramirez,22,F,Cartagena,60,false,Old Mutual,Mininterior
1938,257875,fernando flores,33,F,Quibdo,27,false,Null,Minsalud
1939,753464,vicente delgado,59,M,Sincelejo,41,false,Colfondos,Armada
1940,518172,karla delgado,51,F,Arauquita,38,true,Null,Minsalud
1941,397302,luis castro,29,M,Riohacha,39,true,Porvenir,Policia
1942,233635,marcos sanchez,40,M,Valledupar,48,true,Fondo extranjero,Inpec
1943,218222,teresa montero,46,M,Yopal,51,false,Proteccion,Inpec
1944,704391,alicia rodrigo,28,M,Monteria,24,true,Old Mutual,Policia
1945,586898,zoraida fuentes,48,F,Riohacha,47,false,Porvenir,Policia
1946,977810,marcos vargas,56,M,Riohacha,46,true,Null,Mininterior
1947,431919,leandro delgado,36,F,Santa Rosa de Cabal,36,false,Fondo extranjero,Policia
1948,381478,david martinez,54,M,Cali,39,false,Old Mutual,Mininterior
1949,774964,bianca vasquez,22,M,Bogota,56,true,Colfondos,Armada
1950,543733,ricardo caro,57,F,Quibdo,22,true,Fondo extranjero,Mininterior
1951,228815,vicente gonzalez,28,F,Medellin,42,false,Old Mutual,Minsalud
1952,772109,claudia pineda,31,M,Neiva,45,false,Colpensiones,Null
1953,810484,dolores salazar,59,F,Cucuta,44,true,Colpensiones,Minsalud
1954,455438,fabio gonzalez,51,M,Cartagena,29,true,Null,Null
1955,531962,leandro hidalgo,32,M,Inirida,54,false,Porvenir,Inpec
1956,381978,ivan guzman,28,F,Popayan,58,false,Porvenir,Inpec
1957,370020,zoe alvarez,39,M,Florencia,37,true,Colfondos,Null
1958,442503,leandro castro,51,M,Leticia,27,true,Fondo extranjero,Policia
1959,906297,bianca pineda,59,F,Neiva,32,true,Fondo extranjero,Armada
1960,304820,sofia lopez,25,M,Bucaramanga,32,false,Porvenir,Minsalud
1961,731503,barbara torres,56,M,Cartagena,33,true,Null,Armada
1962,646165,elsa salas,26,F,Inirida,45,true,Colpensiones,Minsalud
1963,252043,javier vargas,27,M,Quibdo,51,true,Fondo extranjero,Inpec
1964,329836,federico delgado,54,F,Medellin,33,false,Fondo extranjero,Minsalud
1965,384797,teresa murillo,21,F,Santa Marta,24,false,Old Mutual,Null
1966,689654,luis marin,26,M,Sincelejo,42,false,Porvenir,Mininterior
1967,160140,noel mora,55,F,Villavicencio,40,true,Proteccion,Armada
1968,498143,raul castillo,23,M,Apartado,49,false,Fondo extranjero,Minsalud
1969,399246,raul gonzalez,54,F,Riohacha,48,true,Porvenir,Minsalud
1970,606067,alexander delgado,58,M,Leticia,28,false,Proteccion,Armada
1971,730257,alexander marin,48,F,Pitalito,30,true,Null,Minsalud
1972,739921,wenceslao hidalgo,50,M,Bucaramanga,26,true,Proteccion,Mininterior
1973,813402,pablo ron,25,M,Neiva,33,true,Porvenir,Armada
1974,928189,montserrat gonzalez,48,M,Medellin,29,false,Fondo extranjero,Armada
1975,293033,javier fuentes,57,M,Sincelejo,35,false,Null,Policia
1976,235795,graciela pineda,31,F,Leticia,50,true,Colpensiones,Policia
1977,147223,elsa romero,49,F,Cartagena,31,false,Fondo extranjero,Mininterior
1978,750195,hugo cruz,35,F,Neiva,36,false,Colfondos,Policia
1979,387677,bianca perez,31,M,Cartagena,48,false,Fondo extranjero,Armada
1980,214141,bruno cruz,20,M,Villavicencio,49,true,Colpensiones,Inpec
1981,677362,alicia hernandez,51,M,Manizales,38,false,Null,Armada
1982,112539,pablo carrillo,48,M,Leticia,34,false,Colfondos,Policia
1983,697616,veronica alvarado,46,F,Santa Marta,49,true,Proteccion,Minsalud
1984,381588,vicente mendez,46,F,Apartado,36,false,Colpensiones,Minsalud
1985,971251,walter cruz,60,F,Neiva,38,false,Null,Minsalud
1986,933668,iris gonzalez,23,F,Sincelejo,34,false,Colfondos,Armada
1987,557439,wilfredo cifuentes,43,F,Riohacha,46,false,Old Mutual,Minsalud
1988,748485,felicia carrillo,31,F,Quibdo,26,false,Proteccion,Minsalud
1989,788125,patricia lira,38,F,Yopal,28,false,Proteccion,Inpec
1990,897098,manuel ruiz,60,F,Pasto,24,false,Colpensiones,Policia
1991,163042,patricia gil,28,M,Tunja,39,false,Proteccion,Inpec
1992,830760,carlos bautista,36,F,Medellin,29,true,Proteccion,Policia
1993,869740,carlos mora,55,M,Riohacha,45,false,Fondo extranjero,Minsalud
1994,913776,victor maron,20,M,Arauca,47,true,Porvenir,Armada
1995,921577,alexander vega,41,F,Santa Rosa de Cabal,59,true,Colfondos,Policia
1996,915102,pedro garcia,53,M,Santa Marta,38,false,Colpensiones,Inpec
1997,452053,iris castro,43,M,Popayan,38,true,Colpensiones,Minsalud
1998,888007,alicia marin,29,F,Apartado,30,true,Null,Armada
1999,879295,ricardo leon,42,M,Valledupar,29,false,Porvenir,Inpec
2000,519314,ivonne bautista,56,F,Arauca,37,true,Colpensiones,Mininterior
2001,710185,lucas rojas,60,M,Manizales,46,true,Colfondos,Armada
2002,164422,katerina vega,52,F,Sincelejo,59,true,Colpensiones,Null
2003,206346,alberto ramirez,34,M,Medellin,26,true,Fondo extranjero,Policia
2004,955771,hector reyes,35,M,Manizales,23,false,Old Mutual,Minsalud
2005,764849,ricardo murillo,54,M,Arauca,23,false,Null,Armada
2006,952016,yasmin quintero,21,M,Pereira,54,false,Old Mutual,Inpec
2007,374856,jorge salazar,51,M,Sincelejo,51,true,Porvenir,Minsalud
2008,511928,felicia vega,53,M,Bucaramanga,46,true,Fondo extranjero,Null
2009,440434,eliza hernandez,38,F,Riohacha,27,false,Colpensiones,Minsalud
2010,159281,alexander morales,34,F,Tunja,36,false,Fondo extranjero,Minsalud
2011,412435,kira pardo,52,M,Pasto,46,false,Proteccion,Inpec
2012,635538,teresa valenzuela,30,M,Ibague,20,false,Colpensiones,Inpec
2013,740331,barbara jimenez,32,M,Arauca,21,true,Colfondos,Minsalud
2014,696255,daniela delgado,42,M,Santa Marta,56,true,Colpensiones,Inpec
2015,855837,fabio perez,22,M,Quibdo,47,true,Proteccion,Policia
2016,920253,yasmin vasquez,49,F,Florencia,21,false,Old Mutual,Policia
2017,672562,eliza ferrari,42,F,Santa Marta,33,true,Colfondos,Minsalud
2018,298461,zulema gil,24,F,Armenia,54,false,Colfondos,Armada
2019,225460,zulema reyes,29,M,Manizales,53,false,Colfondos,Policia
2020,374294,jose ferrari,50,M,Sincelejo,44,false,Porvenir,Null
2021,491226,sofia garcia,54,F,Soacha,53,false,Null,Policia
2022,721907,andres martinez,23,F,Cucuta,50,false,Null,Null
2023,583743,hugo pico,28,F,Leticia,26,false,Null,Armada
2024,208326,katerina gonzalez,33,F,Inirida,45,false,Fondo extranjero,Inpec
2025,463247,leonardo andrade,44,F,Quibdo,51,true,Fondo extranjero,Minsalud
2026,409848,alicia garcia,25,F,Tunja,29,true,Colpensiones,Minsalud
2027,874015,jose jimenez,48,F,Valledupar,59,false,Porvenir,Mininterior
2028,903517,manuel gil,38,M,Arauca,33,true,Porvenir,Inpec
2029,217911,walter gonzalez,26,M,Monteria,35,true,Proteccion,Armada
2030,938216,carmen romero,40,F,Popayan,53,true,Fondo extranjero,Minsalud
2031,756527,xavier cifuentes,23,F,Leticia,26,true,Colpensiones,Armada
2032,927800,oscar roberto,22,M,Ibague,33,false,Proteccion,Mininterior
2033,542098,urbano soto,45,M,Soacha,21,true,Colfondos,Inpec
2034,205229,leonardo moreno,27,M,Pereira,23,true,Porvenir,Mininterior
2035,222499,kike murillo,60,M,Medellin,28,false,Colfondos,Policia
2036,244251,pablo soto,30,M,Pitalito,34,false,Fondo extranjero,Minsalud
2037,348251,elias cifuentes,22,M,Inirida,31,false,Porvenir,Mininterior
2038,683545,vicente jimenez,55,F,Soacha,28,false,Colpensiones,Policia
2039,819084,angela serrano,29,M,Tunja,50,false,Fondo extranjero,Policia
2040,152598,julieta cifuentes,27,M,Apartado,45,false,Colfondos,Minsalud
2041,508357,walter navarro,39,M,Pasto,30,false,Colpensiones,Inpec
2042,731529,pilar roberto,37,M,Riohacha,46,false,Old Mutual,Inpec
2043,522290,olga navarro,45,F,Medellin,50,false,Old Mutual,Minsalud
2044,167684,isabel delgado,29,M,Pasto,38,false,Proteccion,Armada
2045,124382,yolanda vargas,46,M,Quibdo,24,true,Old Mutual,Inpec
2046,781764,silvia barrios,54,F,Tunja,44,false,Null,Armada
2047,493335,gloria soto,26,F,Soacha,23,false,Null,Inpec
2048,240935,walter barrios,46,F,Inirida,42,true,Old Mutual,Minsalud
2049,965327,nicolas santa,29,M,Arauquita,44,true,Colpensiones,Minsalud
2050,269882,andres soto,23,M,Armenia,56,false,Porvenir,Minsalud
2051,855962,pedro soto,37,F,Soacha,56,true,Porvenir,Minsalud
2052,818381,daniel franco,40,F,Sincelejo,33,false,Colfondos,Null
2053,272377,bianca piedra,34,F,Santa Marta,24,true,Old Mutual,Armada
2054,785989,fabiola lopez,59,F,Ibague,52,false,Porvenir,Null
2055,248690,ana soto,39,M,Sincelejo,49,false,Proteccion,Null
2056,610957,emilio vargas,50,F,Armenia,55,true,Colfondos,Policia
2057,596952,hugo martinez,34,F,Arauquita,50,false,Proteccion,Armada
2058,417514,daniel sanchez,51,M,Cucuta,44,false,Colfondos,Minsalud
2059,432398,eduardo salas,37,F,Girardot,53,false,Colfondos,Policia
2060,517802,carlos alvarez,26,F,Pereira,22,true,Porvenir,Null
2061,290564,bruno vazquez,36,M,Tunja,39,false,Colpensiones,Policia
2062,599928,cesar vega,25,F,Medellin,22,false,Colfondos,Minsalud
2063,357435,raul fuentes,51,F,Inirida,22,false,Porvenir,Minsalud
2064,257647,kevin martinez,50,M,Monteria,29,true,Fondo extranjero,Minsalud
2065,622859,gabriel cifuentes,45,M,Valledupar,33,false,Colpensiones,Armada
2066,447015,samuel romero,25,F,Pitalito,22,false,Fondo extranjero,Null
2067,762142,walter navarro,37,F,Armenia,32,false,Fondo extranjero,Minsalud
2068,568112,veronica salazar,58,F,Santa Rosa de Cabal,55,false,Colfondos,Armada
2069,219799,fabiola jimenez,56,M,Cartagena,46,false,Old Mutual,Mininterior
2070,985147,gonzalo bautista,40,M,Yopal,57,false,Colfondos,Armada
2071,281332,teresa ramirez,58,F,Arauquita,48,true,Old Mutual,Minsalud
2072,161071,tomas ruiz,27,M,Neiva,44,false,Fondo extranjero,Armada
2073,147278,olivia roberto,30,M,Sincelejo,44,false,Colfondos,Policia
2074,932350,juan serrano,44,F,Cartagena,36,false,Colfondos,Minsalud
2075,532793,guillermo doris,55,M,Pereira,35,false,Old Mutual,Minsalud
2076,866676,isidro pino,35,M,Arauca,42,true,Colpensiones,Mininterior
2077,256940,luisana vega,35,M,Valledupar,50,false,Colpensiones,Inpec
2078,820904,tomas hernandez,53,F,Pereira,57,false,Colpensiones,Inpec
2079,543070,gema juarez,60,M,Popayan,43,true,Fondo extranjero,Mininterior
2080,653555,felicia juarez,24,F,Arauca,55,false,Proteccion,Minsalud
2081,467434,angela garcia,48,M,Ibague,49,true,Fondo extranjero,Minsalud
2082,365434,olga bautista,37,F,Villavicencio,51,true,Colfondos,Null
