id_caracterizacion,cedula,nombre,entidadPublica,condecoraciones,hijosEntidadPublica,familiarPolicia,mayorEdadFamiliarPolicia,observacionesDisciplinarias,tipoInstitucionLegal,sanciones
3012,682870,zoe vega,Armada,true,true,true,false,ObservacionInpec,Fiscalia,false
3013,807404,xavier castro,Policia,true,false,true,true,Null,Null,true
3014,534068,jose rojas,Minsalud,false,true,true,true,ObservacionArmada,Null,false
3015,838521,ignacio pinto,Mininterior,true,false,false,true,ObservacionMinsalud,Fiscalia,true
3016,759285,alex henao,Mininterior,true,false,true,true,ObservacionInpec,Contraloria,true
3017,115180,natividad rojas,Minsalud,false,false,true,true,Null,Fiscalia,false
3018,416257,alberto hernandez,Null,true,false,true,true,ObservacionMininterior,Contraloria,true
3019,189966,andres hernandez,Armada,true,false,true,false,ObservacionMininterior,Null,true
3020,964149,francisco hernandez,Null,true,true,false,true,ObservacionInpec,Null,false
3021,357543,yasmin pizarro,Armada,true,false,true,true,ObservacionInpec,Procuraduria,true
3022,949639,isidro medina,Mininterior,false,true,false,false,Null,Procuraduria,false
3023,795948,andres valenzuela,Minsalud,true,false,true,true,ObservacionMinsalud,Procuraduria,true
3024,675147,wenceslao gonzalez,Null,true,true,true,true,ObservacionMinsalud,Procuraduria,true
3025,466825,juanita romero,Minsalud,false,true,false,true,ObservacionArmada,Fiscalia,true
3026,664901,pablo castro,Armada,false,false,true,false,ObservacionMinsalud,Fiscalia,true
3027,988036,kira fuentes,Armada,true,false,false,true,ObservacionMininterior,Contraloria,false
3028,672252,veronica vega,Armada,true,false,true,true,ObservacionMinsalud,Contraloria,true
3029,304500,zacarias cifuentes,Null,false,true,true,false,ObservacionArmada,Contraloria,false
3030,535700,daniel rojas,Inpec,false,true,true,false,Null,Null,true
3031,647092,ivonne henao,Null,false,true,true,false,ObservacionMinsalud,Null,true
3032,848156,xavier hinojosa,Inpec,true,false,false,true,ObservacionMininterior,Fiscalia,true
3033,917270,victor maron,Null,true,false,false,false,ObservacionArmada,Null,false
3034,282588,kevin sarmiento,Null,false,true,false,true,ObservacionInpec,Fiscalia,false
3035,489907,blanca gomez,Null,true,false,true,true,ObservacionMininterior,Fiscalia,false
3036,255381,fernando quintero,Minsalud,true,true,false,false,ObservacionArmada,Null,false
3037,356972,kira pinto,Policia,true,true,false,false,ObservacionMinsalud,Null,true
3038,650189,helena caro,Minsalud,true,false,true,true,ObservacionMininterior,Contraloria,true
3039,410851,xavier salas,Inpec,false,false,true,false,Null,Procuraduria,true
3040,898960,graciela ramirez,Mininterior,false,true,false,true,Null,Contraloria,false
3041,297951,hugo perez,Mininterior,false,true,true,false,ObservacionMininterior,Null,true
3042,927538,eugenia soto,Minsalud,false,true,false,true,ObservacionMininterior,Contraloria,false
3043,298652,zoraida alvarado,Mininterior,true,true,false,false,ObservacionInpec,Null,true
3044,739288,blanca gomez,Inpec,true,true,true,false,ObservacionMinsalud,Fiscalia,true
3045,341121,alexander gomez,Policia,false,false,true,false,ObservacionMinsalud,Contraloria,false
3046,924647,oscar quintero,Policia,false,true,true,true,ObservacionInpec,Contraloria,false
3047,848730,pablo salazar,Armada,true,true,true,true,ObservacionArmada,Fiscalia,false
3048,126051,urbano gonzalez,Mininterior,true,false,false,false,ObservacionInpec,Fiscalia,false
3049,964748,daniel delgado,Mininterior,true,true,false,false,ObservacionArmada,Procuraduria,false
3050,569619,cesar silva,Mininterior,true,false,false,false,ObservacionMininterior,Fiscalia,true
3051,956619,angela mora,Armada,true,true,false,true,Null,Fiscalia,false
3052,708147,nerea silva,Null,false,true,false,false,ObservacionInpec,Null,false
3053,612159,urbano bautista,Mininterior,false,false,false,true,ObservacionInpec,Contraloria,true
3054,181305,ricardo marin,Armada,true,false,false,true,ObservacionMininterior,Fiscalia,false
3055,343136,gonzalo flores,Minsalud,false,false,true,true,ObservacionMininterior,Procuraduria,false
3056,537954,isidro torres,Null,true,false,false,false,Null,Null,true
3057,875710,elsa medina,Minsalud,false,false,true,false,ObservacionInpec,Null,true
3058,459568,susana guzman,Armada,true,true,false,true,ObservacionInpec,Fiscalia,false
3059,684597,xavier diaz,Minsalud,false,true,true,false,ObservacionMinsalud,Contraloria,true
3060,823971,tatiana gonzalez,Minsalud,false,false,false,true,ObservacionMininterior,Fiscalia,true
3061,460428,benjamin sarmiento,Policia,false,true,false,false,ObservacionInpec,Fiscalia,false
3062,295515,alfonso salazar,Policia,false,true,true,true,Null,Procuraduria,true
3063,242535,alexander gomez,Policia,false,false,true,true,ObservacionArmada,Procuraduria,false
3064,345612,violeta henao,Armada,false,false,true,false,ObservacionMinsalud,Procuraduria,false
3065,237294,guillermo cabrera,Mininterior,false,true,false,true,ObservacionArmada,Fiscalia,true
3066,444283,pedro medina,Null,true,true,false,false,ObservacionMininterior,Fiscalia,false
3067,112666,hector martinez,Policia,true,true,true,false,ObservacionArmada,Fiscalia,false
3068,930969,raul vargas,Mininterior,true,true,true,false,ObservacionMininterior,Null,true
3069,166535,julieta quintero,Mininterior,false,false,false,false,ObservacionMininterior,Contraloria,true
3070,348168,xavier sanchez,Minsalud,true,true,false,false,ObservacionArmada,Fiscalia,false
3071,241965,humberto fuentes,Inpec,false,true,false,true,ObservacionMininterior,Contraloria,true
3072,552659,fabiola romero,Minsalud,false,false,true,true,ObservacionInpec,Contraloria,true
3073,899027,roberto andrade,Inpec,true,false,true,false,Null,Procuraduria,true
3074,723846,carlos rojas,Policia,true,false,true,true,ObservacionMinsalud,Contraloria,true
3075,701636,sergio gonzalez,Null,false,true,false,false,Null,Contraloria,true
3076,507734,tatiana ramirez,Armada,true,false,false,false,ObservacionInpec,Procuraduria,false
3077,835979,tatiana cifuentes,Inpec,true,false,false,false,Null,Contraloria,true
3078,625020,gloria garcia,Mininterior,true,true,false,false,ObservacionMininterior,Null,false
3079,701943,teresa hernandez,Minsalud,false,false,true,true,Null,Contraloria,false
3080,190361,daniela garcia,Policia,false,false,true,true,ObservacionArmada,Procuraduria,false
3081,893212,iris rojas,Mininterior,false,false,true,false,Null,Contraloria,true
3082,909800,roberto cifuentes,Inpec,false,true,false,true,Null,Procuraduria,false
3083,195012,marcos medina,Mininterior,true,true,false,true,ObservacionMinsalud,Fiscalia,true
3084,798960,vicente alvarez,Mininterior,false,true,false,true,ObservacionMininterior,Procuraduria,true
3085,818731,felicia rodriguez,Inpec,true,true,true,true,ObservacionMininterior,Contraloria,false
3086,921943,karla reyes,Mininterior,false,true,false,false,ObservacionMinsalud,Fiscalia,true
3087,756823,leandro gonzalez,Policia,true,false,false,false,Null,Null,true
3088,839604,vicente vasquez,Inpec,true,false,false,true,Null,Fiscalia,false
3089,612400,eduardo rodrigo,Mininterior,true,false,true,true,Null,Null,true
3090,823321,carmen alvarado,Mininterior,true,true,true,true,ObservacionArmada,Contraloria,true
3091,763546,elias vargas,Inpec,true,true,true,true,ObservacionMinsalud,Procuraduria,false
3092,857323,jorge bautista,Null,false,false,true,true,Null,Null,false
3093,992182,gerardo rodrigo,Inpec,true,false,true,false,Null,Contraloria,true
3094,551641,andres rodrigo,Policia,false,true,true,false,ObservacionMinsalud,Null,false
3095,709350,manuel soto,Mininterior,false,true,true,true,ObservacionInpec,Procuraduria,true
3096,980715,katerina alvarez,Inpec,false,false,false,true,ObservacionArmada,Procuraduria,false
3097,810996,zoe bautista,Null,true,true,true,false,ObservacionMinsalud,Null,false
3098,807249,miriam rodrigo,Mininterior,true,true,false,true,ObservacionArmada,Fiscalia,true
3099,857868,pablo morales,Null,true,false,false,true,ObservacionArmada,Fiscalia,false
3100,698785,teresa moreno,Inpec,true,false,false,false,Null,Procuraduria,true
3101,624595,pablo valenzuela,Policia,false,true,false,true,ObservacionArmada,Null,true
3102,790084,yolanda gil,Minsalud,true,false,true,true,ObservacionMinsalud,Fiscalia,true
3103,487529,olga martinez,Policia,false,false,true,true,ObservacionArmada,Fiscalia,true
3104,110072,juanita reyes,Minsalud,true,true,false,true,ObservacionMinsalud,Contraloria,true
3105,596004,xavier lopez,Inpec,true,true,false,false,ObservacionArmada,Null,true
3106,199758,tomas cifuentes,Null,true,true,true,true,ObservacionMininterior,Contraloria,false
3107,494796,karina fuentes,Inpec,true,false,true,false,ObservacionMininterior,Contraloria,true
3108,125116,ximena reyes,Minsalud,true,true,true,true,ObservacionMinsalud,Contraloria,false
3109,573508,sergio rivera,Minsalud,false,true,false,false,ObservacionInpec,Fiscalia,true
3110,283070,nerea marquez,Null,false,false,true,true,ObservacionMinsalud,Contraloria,true
3111,128270,zoe gonzalez,Policia,false,false,false,true,ObservacionInpec,Procuraduria,true
3112,621284,alex reyes,Armada,true,true,false,false,ObservacionMinsalud,Procuraduria,false
3113,911095,gloria rodrigo,Minsalud,true,true,false,false,ObservacionMinsalud,Null,true
3114,997100,guillermo marin,Mininterior,true,true,true,true,Null,Null,false
3115,478870,carlos hernandez,Null,true,true,false,true,Null,Procuraduria,false
3116,394807,alfonso vargas,Policia,false,false,false,true,ObservacionArmada,Null,false
3117,501766,hugo cruz,Armada,true,false,false,true,ObservacionMinsalud,Fiscalia,true
3118,216621,graciela lira,Armada,false,true,true,true,ObservacionMininterior,Contraloria,false
3119,982446,juan garcia,Armada,false,true,false,false,ObservacionArmada,Null,true
3120,583407,ursula romero,Inpec,true,true,false,true,ObservacionArmada,Fiscalia,false
3121,328446,xavier moreno,Mininterior,true,true,false,true,Null,Fiscalia,true
3122,723435,federico torres,Inpec,true,true,false,true,ObservacionMininterior,Procuraduria,true
3123,707086,zoraida hidalgo,Null,false,false,true,true,ObservacionMininterior,Null,false
3124,123841,noel torres,Minsalud,false,true,true,true,ObservacionMininterior,Contraloria,true
3125,349582,karina juarez,Policia,true,false,false,true,Null,Null,true
3126,153818,kike silva,Minsalud,true,false,false,false,Null,Fiscalia,true
3127,165131,ursula cifuentes,Mininterior,true,false,false,false,ObservacionMininterior,Fiscalia,false
3128,513798,sonia roa,Policia,true,true,false,true,Null,Procuraduria,false
3129,924164,jose rojas,Armada,false,true,false,true,Null,Null,false
3130,391277,patricia romero,Inpec,false,false,true,true,ObservacionMininterior,Procuraduria,true
3131,494533,graciela gonzalez,Policia,false,true,true,false,ObservacionMinsalud,Procuraduria,false
3132,340251,juanita torres,Mininterior,true,true,true,false,Null,Procuraduria,true
3133,195532,kike henao,Armada,false,false,false,false,ObservacionInpec,Fiscalia,true
3134,866447,carmen ruiz,Minsalud,false,false,false,true,ObservacionInpec,Fiscalia,true
3135,789106,oscar rojas,Policia,true,true,false,false,ObservacionMinsalud,Null,true
3136,636459,olga perez,Policia,true,true,false,false,ObservacionMinsalud,Contraloria,false
3137,747501,tomas rodrigo,Minsalud,true,false,false,false,ObservacionArmada,Procuraduria,true
3138,514421,tatiana sarmiento,Mininterior,false,false,false,false,Null,Null,true
3139,804883,sonia montero,Inpec,false,true,true,false,ObservacionMininterior,Contraloria,false
3140,863925,ximena torres,Policia,false,false,true,false,ObservacionInpec,Null,false
3141,149994,marcos ramirez,Policia,false,true,true,true,ObservacionArmada,Procuraduria,false
3142,321785,bianca medina,Inpec,true,false,false,false,ObservacionMinsalud,Fiscalia,false
3143,190873,fabiola caro,Inpec,false,false,false,false,ObservacionMininterior,Fiscalia,false
3144,147281,mariana pinto,Armada,false,true,false,false,ObservacionArmada,Null,false
3145,226682,marta delgado,Mininterior,true,false,false,true,ObservacionMininterior,Procuraduria,false
3146,166538,cristobal sarmiento,Armada,true,true,true,false,ObservacionMininterior,Contraloria,false
3147,538588,alfonso pino,Inpec,true,true,false,false,ObservacionMinsalud,Procuraduria,false
3148,102997,yolanda alvarado,Armada,true,true,true,false,ObservacionArmada,Null,true
3149,397228,ximena cruz,Policia,false,false,false,false,ObservacionMinsalud,Fiscalia,true
3150,872615,francisco castillo,Inpec,true,true,false,false,ObservacionMinsalud,Contraloria,false
3151,829857,gabriel cruz,Policia,false,false,true,false,ObservacionInpec,Procuraduria,true
3152,167549,rami vega,Armada,false,false,true,false,ObservacionMinsalud,Fiscalia,true
3153,265474,ricardo reyes,Mininterior,true,true,false,false,ObservacionMininterior,Null,true
3154,772371,carlos ramirez,Policia,true,false,true,true,Null,Contraloria,true
3155,936238,montserrat pinto,Null,false,false,true,true,ObservacionArmada,Procuraduria,false
3156,627697,ricardo vega,Armada,true,false,true,false,ObservacionMinsalud,Contraloria,true
3157,308720,julieta juarez,Minsalud,true,false,false,true,ObservacionMininterior,Procuraduria,true
3158,600682,olga alvarez,Null,true,false,false,true,ObservacionInpec,Procuraduria,true
3159,218164,pedro lira,Armada,true,false,false,false,ObservacionMininterior,Contraloria,true
3160,173799,luis vega,Null,true,true,false,false,ObservacionMinsalud,Null,true
3161,908665,hugo navarro,Armada,true,false,true,true,Null,Fiscalia,false
3162,249529,beronica torres,Null,false,true,true,false,ObservacionMinsalud,Contraloria,true
3163,738399,raul bautista,Inpec,true,true,true,true,Null,Null,true
3164,706256,barbara pinto,Mininterior,true,true,true,true,ObservacionMinsalud,Procuraduria,false
3165,732078,gerardo franco,Armada,true,false,true,true,ObservacionInpec,Null,true
3166,589652,valeria mora,Armada,true,true,true,true,ObservacionMininterior,Contraloria,true
3167,766822,xavier romero,Minsalud,true,false,false,true,Null,Procuraduria,false
3168,205528,wilfredo garcia,Policia,true,true,false,false,ObservacionMininterior,Fiscalia,true
3169,437163,samuel torres,Null,true,true,false,true,ObservacionMinsalud,Null,false
3170,833737,federico delgado,Armada,false,false,false,true,ObservacionMinsalud,Fiscalia,true
3171,970418,isabel herrera,Policia,true,false,false,false,ObservacionMininterior,Null,true
3172,583470,susana moreno,Mininterior,true,false,false,false,Null,Contraloria,false
3173,737464,noel quiroz,Inpec,false,false,true,true,ObservacionMininterior,Null,true
3174,130010,lucia valenzuela,Armada,true,true,false,true,ObservacionMinsalud,Null,true
3175,678934,patricia alvarez,Inpec,true,true,true,false,ObservacionMininterior,Procuraduria,true
3176,904970,urbano reyes,Inpec,true,true,true,true,ObservacionInpec,Procuraduria,true
3177,517920,yolanda vargas,Minsalud,true,true,false,false,ObservacionMinsalud,Procuraduria,true
3178,113424,hugo vega,Minsalud,false,true,true,true,Null,Procuraduria,true
3179,911922,luis garcia,Policia,true,false,true,false,ObservacionMininterior,Fiscalia,true
3180,740822,yasmin fuentes,Mininterior,true,false,false,true,ObservacionMinsalud,Procuraduria,true
3181,757113,wilson lopez,Inpec,true,true,false,true,ObservacionArmada,Procuraduria,false
3182,592082,eugenia sarmiento,Null,false,true,true,true,Null,Procuraduria,true
3183,968716,felicia roberto,Armada,true,false,false,false,ObservacionMininterior,Procuraduria,false
3184,425772,xavier reyes,Minsalud,true,true,false,false,ObservacionMinsalud,Contraloria,true
3185,377017,pablo pico,Null,true,true,false,false,ObservacionArmada,Procuraduria,false
3186,934909,iris gomez,Armada,true,true,true,true,ObservacionArmada,Contraloria,false
3187,491285,ivonne rodriguez,Inpec,true,true,true,true,Null,Fiscalia,false
3188,431654,mario herrera,Null,false,false,true,true,ObservacionMininterior,Contraloria,false
3189,860312,silvia romero,Minsalud,true,false,true,true,ObservacionArmada,Fiscalia,true
3190,444566,sergio vega,Mininterior,false,true,true,true,ObservacionInpec,Null,true
3191,239867,wilfredo flores,Policia,false,false,true,true,Null,Null,false
3192,608316,mario torres,Minsalud,false,false,false,false,ObservacionArmada,Null,false
3193,299984,nicolas rodriguez,Mininterior,true,true,true,true,ObservacionMinsalud,Contraloria,false
3194,785634,diana alvarez,Null,false,true,true,true,ObservacionArmada,Procuraduria,false
3195,984249,raul rivera,Null,true,true,true,true,ObservacionMinsalud,Fiscalia,true
3196,916782,belan perez,Inpec,false,true,false,true,Null,Procuraduria,true
3197,867509,blanca castro,Armada,false,true,true,true,ObservacionInpec,Null,false
3198,780991,yadira vazquez,Mininterior,false,true,false,false,ObservacionMininterior,Contraloria,false
3199,836575,manuel alfaro,Null,false,false,true,true,ObservacionMinsalud,Fiscalia,true
3200,883883,montserrat rodriguez,Null,true,true,false,true,ObservacionInpec,Contraloria,true
3201,581626,javier montoya,Minsalud,true,true,false,false,ObservacionMininterior,Contraloria,true
3202,414964,jose rodrigo,Policia,true,false,true,false,ObservacionArmada,Contraloria,true
3203,113416,hugo pino,Null,false,true,true,true,ObservacionInpec,Procuraduria,false
3204,531506,wilson pineda,Inpec,true,false,true,true,ObservacionInpec,Procuraduria,true
3205,911114,hugo torres,Minsalud,false,true,false,true,ObservacionInpec,Contraloria,false
3206,800235,nadia marin,Inpec,true,true,true,true,ObservacionArmada,Null,false
3207,609663,raul juarez,Mininterior,false,true,false,true,Null,Fiscalia,true
3208,484253,wenceslao gil,Armada,true,false,true,true,ObservacionArmada,Fiscalia,true
3209,323783,elias gonzalez,Mininterior,false,true,false,false,ObservacionInpec,Fiscalia,false
3210,830088,patricia cruz,Mininterior,false,false,false,false,ObservacionArmada,Contraloria,false
3211,655189,yolanda lopez,Inpec,true,false,false,true,ObservacionArmada,Contraloria,true
3212,445669,quiana gonzalez,Policia,true,false,true,true,ObservacionMinsalud,Contraloria,true
3213,581226,quico ferrer,Inpec,true,false,false,false,ObservacionMininterior,Null,false
3214,554361,hugo morales,Armada,true,false,false,true,ObservacionInpec,Null,true
3215,962891,alex soto,Minsalud,false,false,false,true,Null,Contraloria,true
3216,138055,susana martinez,Mininterior,false,true,true,true,ObservacionArmada,Fiscalia,false
3217,150686,nicolas quiroz,Inpec,true,true,true,true,ObservacionMinsalud,Procuraduria,false
3218,309172,kike martinez,Null,false,true,false,true,ObservacionInpec,Contraloria,false
3219,271871,xavier henao,Policia,false,false,true,false,ObservacionArmada,Contraloria,false
3220,809804,roberto cruz,Armada,false,false,true,false,Null,Contraloria,true
3221,667779,zoraida gomez,Null,false,true,false,true,ObservacionInpec,Contraloria,true
3222,266761,sergio alfaro,Inpec,true,false,true,false,ObservacionMinsalud,Contraloria,true
3223,281053,kira reyes,Mininterior,true,false,false,false,ObservacionArmada,Fiscalia,false
3224,128271,daniel torres,Null,false,true,false,true,ObservacionInpec,Fiscalia,false
3225,739524,david medina,Mininterior,false,false,false,true,ObservacionInpec,Fiscalia,false
3226,449140,angela ruiz,Inpec,true,false,false,false,Null,Procuraduria,true
3227,627820,gabriel romero,Mininterior,true,false,false,false,ObservacionArmada,Contraloria,false
3228,695425,gabriel romero,Null,true,false,false,true,Null,Contraloria,false
3229,580478,benjamin montero,Armada,true,false,false,false,ObservacionMininterior,Procuraduria,true
3230,407453,emilio ruiz,Inpec,false,true,false,false,ObservacionMininterior,Null,true
3231,364539,jorge fuentes,Inpec,false,false,false,true,ObservacionMininterior,Contraloria,true
3232,174320,daniela pineda,Inpec,true,false,true,true,ObservacionArmada,Contraloria,false
3233,131445,felipe leon,Null,true,true,true,true,ObservacionMinsalud,Procuraduria,false
3234,390531,ricardo romero,Mininterior,false,false,true,true,ObservacionMininterior,Procuraduria,false
3235,263342,ricardo bernal,Minsalud,false,false,false,true,ObservacionMinsalud,Fiscalia,true
3236,138094,quiana piedra,Minsalud,true,true,false,false,ObservacionArmada,Null,false
3237,124604,humberto sarmiento,Mininterior,false,true,true,false,ObservacionInpec,Procuraduria,false
3238,237019,noelia gonzalez,Armada,false,false,true,true,ObservacionMinsalud,Procuraduria,true
3239,205105,cesar castillo,Armada,false,true,true,false,ObservacionInpec,Null,false
3240,678900,nadia soto,Inpec,true,true,false,true,Null,Null,false
3241,842184,leandro delgado,Mininterior,false,false,false,false,ObservacionArmada,Contraloria,true
3242,735614,isabela pino,Policia,true,true,false,true,ObservacionMininterior,Null,false
3243,624096,samuel diaz,Policia,false,false,false,true,ObservacionMinsalud,Fiscalia,true
3244,323982,elias sanchez,Armada,true,false,false,true,ObservacionMininterior,Procuraduria,false
3245,728665,belan silva,Inpec,true,false,true,true,ObservacionArmada,Contraloria,true
3246,962696,dolores gil,Policia,false,true,true,false,ObservacionMininterior,Fiscalia,true
3247,762426,ricardo bautista,Inpec,false,true,false,false,Null,Procuraduria,false
3248,634905,miriam gonzalez,Policia,true,false,false,true,ObservacionArmada,Null,false
3249,872527,sofia garcia,Mininterior,false,true,true,true,Null,Contraloria,false
3250,237830,nadia hinojosa,Policia,false,true,true,true,ObservacionMinsalud,Null,false
3251,513161,francisco rodrigo,Policia,false,false,true,true,ObservacionMinsalud,Procuraduria,false
3252,607152,blanca bernal,Inpec,true,false,false,false,ObservacionMinsalud,Procuraduria,true
3253,560780,pablo pardo,Armada,true,true,false,true,ObservacionArmada,Contraloria,false
3254,409103,pablo gonzalez,Mininterior,false,true,true,false,ObservacionArmada,Null,false
3255,702742,diana hinojosa,Armada,false,true,true,false,Null,Fiscalia,false
3256,103502,karen sanchez,Policia,false,true,false,false,ObservacionMinsalud,Procuraduria,true
3257,136467,zoe gonzalez,Policia,false,true,true,false,ObservacionMinsalud,Null,true
3258,120347,noel delgado,Policia,false,true,false,true,ObservacionMininterior,Contraloria,true
3259,370102,alfonso ramirez,Armada,true,true,true,false,Null,Null,true
3260,600789,wilson sarmiento,Minsalud,false,true,true,false,ObservacionInpec,Contraloria,true
3261,439715,claudia barrera,Policia,true,true,true,true,ObservacionMinsalud,Contraloria,false
3262,757305,raul valverde,Inpec,true,true,false,true,ObservacionMininterior,Fiscalia,true
3263,588180,gonzalo castro,Null,false,true,true,true,ObservacionMinsalud,Contraloria,true
3264,236531,zulema salazar,Policia,false,true,false,true,ObservacionInpec,Null,false
3265,459641,nicolas ramirez,Minsalud,true,false,false,true,ObservacionMininterior,Procuraduria,false
3266,394754,nicolas martinez,Inpec,false,true,true,true,Null,Procuraduria,false
3267,546242,guillermo alvarado,Null,false,false,false,false,Null,Fiscalia,true
3268,794445,wilson soto,Policia,false,false,true,true,ObservacionInpec,Contraloria,false
3269,480714,claudia perez,Policia,true,true,false,true,ObservacionMinsalud,Procuraduria,false
3270,728787,alex vazquez,Mininterior,true,false,true,false,ObservacionMinsalud,Procuraduria,false
3271,494344,quico juarez,Inpec,false,false,false,false,ObservacionMininterior,Fiscalia,true
3272,229725,wilfredo quiroz,Null,false,true,true,false,Null,Contraloria,true
3273,381954,walter hernandez,Policia,true,true,true,true,Null,Null,false
3274,351072,federico rojas,Minsalud,true,false,true,false,ObservacionMinsalud,Fiscalia,false
3275,367920,esteban herrera,Null,false,true,true,false,ObservacionInpec,Null,false
3276,704158,vicente garcia,Mininterior,false,true,false,true,ObservacionInpec,Fiscalia,true
3277,442052,noelia flores,Policia,false,true,true,false,ObservacionMinsalud,Procuraduria,true
3278,573292,gloria caro,Null,false,false,true,false,Null,Contraloria,true
3279,799924,wilfredo quintero,Inpec,true,false,false,true,ObservacionMinsalud,Null,true
3280,604368,pilar juarez,Armada,true,false,true,true,ObservacionMininterior,Null,true
3281,120645,gabriel andrade,Minsalud,false,true,true,false,ObservacionMininterior,Null,true
3282,640349,vicente juarez,Mininterior,false,true,false,true,ObservacionInpec,Procuraduria,false
3283,934222,valeria cruz,Mininterior,false,true,true,true,ObservacionMininterior,Fiscalia,true
3284,976798,gema marquez,Policia,false,true,true,false,ObservacionMininterior,Procuraduria,false
3285,416718,andres martinez,Armada,true,false,true,true,ObservacionInpec,Procuraduria,true
3286,276020,federico alvarez,Null,false,true,false,false,ObservacionMinsalud,Null,false
3287,550786,montserrat soto,Minsalud,false,false,false,false,ObservacionMininterior,Contraloria,false
3288,912707,pilar cifuentes,Policia,false,false,false,true,ObservacionArmada,Null,false
3289,172502,xavier flores,Policia,false,true,true,false,ObservacionArmada,Null,false
3290,753379,fabiola ramirez,Minsalud,false,true,true,true,ObservacionMinsalud,Contraloria,false
3291,264050,alfonso marin,Policia,false,false,false,false,ObservacionMinsalud,Null,true
3292,658196,victor martinez,Null,false,false,false,true,ObservacionArmada,Contraloria,true
3293,803138,beronica guzman,Inpec,false,true,false,false,ObservacionMininterior,Procuraduria,false
3294,400063,marta sierra,Policia,false,false,true,true,ObservacionMininterior,Contraloria,false
3295,625511,karen bernal,Armada,true,false,true,false,ObservacionInpec,Contraloria,true
3296,519489,bruno montero,Null,true,false,true,true,ObservacionMinsalud,Fiscalia,true
3297,314274,david delgado,Null,false,true,true,false,ObservacionMininterior,Contraloria,true
3298,393532,hugo salazar,Inpec,false,true,true,true,Null,Null,false
3299,627999,luisana flores,Armada,false,true,false,false,ObservacionArmada,Fiscalia,true
3300,491292,marcos vega,Armada,false,true,true,false,ObservacionInpec,Fiscalia,false
3301,622832,hugo quintana,Minsalud,true,true,false,true,ObservacionArmada,Fiscalia,false
3302,706624,josue mora,Mininterior,true,false,false,false,ObservacionArmada,Procuraduria,true
3303,121312,pilar garcia,Policia,true,true,true,true,ObservacionArmada,Null,false
3304,358755,gema delgado,Armada,true,true,false,true,ObservacionMininterior,Contraloria,true
3305,555951,zoraida perez,Mininterior,false,false,false,false,ObservacionInpec,Fiscalia,true
3306,287864,angela rodriguez,Mininterior,false,true,true,false,Null,Fiscalia,false
3307,673184,eugenia sierra,Mininterior,false,false,false,false,ObservacionArmada,Null,false
3308,738977,violeta romero,Minsalud,true,false,true,true,ObservacionArmada,Fiscalia,true
3309,869702,felipe jimenez,Policia,false,true,false,false,ObservacionMininterior,Procuraduria,false
3310,456080,ursula medina,Inpec,false,true,false,false,Null,Fiscalia,true
3311,793559,fernando leon,Null,false,true,true,true,ObservacionMinsalud,Null,true
3312,274391,humberto soto,Mininterior,true,true,false,false,ObservacionArmada,Fiscalia,true
3313,337503,xavier fuentes,Inpec,true,true,true,false,Null,Null,false
3314,762854,emilio delgado,Policia,false,false,false,true,ObservacionMinsalud,Null,true
3315,773418,walter rojas,Armada,false,true,true,true,ObservacionInpec,Fiscalia,false
3316,191265,rosa marin,Inpec,true,true,true,true,ObservacionMinsalud,Procuraduria,false
3317,188391,luis martinez,Minsalud,false,false,true,true,ObservacionMinsalud,Procuraduria,true
3318,607365,xavier pino,Mininterior,true,true,false,true,ObservacionInpec,Fiscalia,false
3319,661405,sergio salas,Null,false,true,true,true,ObservacionArmada,Fiscalia,true
3320,982684,juan soto,Armada,false,true,false,false,ObservacionInpec,Procuraduria,true
3321,566124,sergio david,Null,true,true,false,true,ObservacionInpec,Fiscalia,false
3322,994167,rami delgado,Policia,false,true,true,false,ObservacionInpec,Contraloria,true
3323,156253,yolanda soto,Mininterior,false,true,true,true,ObservacionMininterior,Fiscalia,false
3324,990157,noelia cabrera,Inpec,true,false,true,false,ObservacionMinsalud,Null,false
3325,427638,zulema castro,Armada,false,true,true,true,ObservacionMininterior,Contraloria,false
3326,167003,felicia rodriguez,Armada,true,true,false,true,ObservacionInpec,Contraloria,false
3327,114384,alfonso torres,Null,false,true,false,true,ObservacionArmada,Null,true
3328,951108,mario cruz,Mininterior,false,true,true,true,ObservacionMininterior,Procuraduria,false
3329,320267,violeta soto,Policia,true,false,false,false,Null,Contraloria,false
3330,224255,xavier castro,Minsalud,false,false,true,false,Null,Null,true
3331,371810,olivia david,Minsalud,true,true,true,true,ObservacionMininterior,Fiscalia,true
3332,707654,gloria mora,Policia,false,true,false,true,ObservacionMinsalud,Fiscalia,true
3333,501675,patricia piedra,Inpec,true,true,false,false,ObservacionMininterior,Fiscalia,true
3334,451983,javier rojas,Minsalud,true,false,true,false,ObservacionMininterior,Contraloria,false
3335,598133,zulema delgado,Mininterior,true,true,false,false,ObservacionMinsalud,Contraloria,true
3336,281521,carmen murillo,Inpec,false,true,false,false,ObservacionMinsalud,Null,true
3337,793644,ricardo bustos,Armada,true,false,false,false,Null,Procuraduria,false
3338,730644,rosa ramirez,Mininterior,true,false,false,false,Null,Null,true
3339,787981,zulema bautista,Inpec,true,true,false,false,Null,Contraloria,false
3340,666690,leandro castillo,Mininterior,true,true,true,true,Null,Procuraduria,false
3341,913115,walter sanchez,Minsalud,true,true,false,true,ObservacionMinsalud,Null,true
